item,name,party,partyLabel,constituency,constituencyLabel,startDate,endDate,gender,psid
Q111313837,Grace Dube,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111313837-A80AFF1F-1E37-4080-907E-45D00353498E
Q111313838,Greenfield Nyoni,Q2582118,,,,2005-04-12,2008-03-28,,Q111313838-9EF73551-063E-4B14-AA54-FEED3E8F8079
Q111313839,Henry Chikumbiro,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111313839-8DA638FC-262E-42BD-B9C8-4D9FA8719C36
Q111313840,Josephine Moyo,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111313840-4170CF76-C0D7-41A6-80B8-FB56AC07AD47
Q111313841,Kantibhai Patel,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111313841-BA50FC1A-8934-41F6-B7F5-D04330B9D09E
Q111313842,Leonard Munotengwa,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111313842-56C95ECD-DE6B-430E-AA64-EB15E68DD4D2
Q111313843,Livia Gumbura,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111313843-A92C7731-64B3-4928-BC42-E948D23FC3CC
Q111313844,Lot Mbambo,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111313844-8A469C6D-E301-4BCB-B485-CC0A67E25095
Q111313845,Mandy Chimene,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111313845-39A09180-0044-4D5F-963E-3FC81F87C976
Q111313846,Oria Kabayanjiri,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111313846-B5DFDA0F-2F14-4FB4-A4C3-4FAFA23FAEF5
Q111313847,Richard Hove,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111313847-6706E1C7-F40E-4C2C-8E54-F04274FE87EC
Q111313848,Rittah Ndlovu,Q2582118,,,,2005-04-12,2008-03-28,,Q111313848-89BB87A1-ADC9-45E5-89B8-BA3F07769D83
Q111313849,Sheila Mahere,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111313849-082559EC-CA4B-4E6F-91EE-BE4F416F8230
Q111313850,Sibangilizwe Msipa,Q2582118,,,,2005-04-12,2008-03-28,,Q111313850-E60EA87D-96F1-47E5-8490-49D08966FC26
Q111313851,Siriro Majuru,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111313851-53D8EEB9-19DC-4A99-B65C-892F10308740
Q111313852,Stefano Mukusha,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111313852-AB5181C3-0AB8-41B4-806A-F49145C3751F
Q111313853,Tazvitya Mapfumo,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111313853-5FE8FF30-173A-440F-B5FE-125462D9A302
Q111313854,Thabiso Ndlovu,Q2582118,,,,2005-04-12,2008-03-28,,Q111313854-EB8A108A-787D-4460-BD1E-E2523953D9FB
Q111313855,Tobias Matanga,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111313855-15FFF4BD-BBB7-451B-8BC7-6FF11D6A30CA
Q111313856,Tsitsi Muzenda,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111313856-091FA9DB-DD7F-40CD-B376-2E6335452BC0
Q111313857,Virginia Muchengeti,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111313857-34975264-F122-4EFE-95CB-18966803023A
Q111313858,Vivian Muchicho,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,,Q111313858-707A4C27-C388-4324-BFBD-E13DE1E24003
Q16091552,Naison Ndlovu,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,male,Q16091552-8E02F46D-827B-45F0-85AF-C5C66E275336
Q16733075,Tracy Mutinhiri,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,female,Q16733075-E2E5F4CE-8AAA-4877-A262-C7F51A9FCB15
Q5301822,Douglas Mombeshora,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,male,Q5301822-EB66B737-1635-4AD3-AF26-E0203F9B8010
Q5622273,Aguy Georgias,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,male,Q5622273-99458518-F9F8-4C7E-B3BA-8FC7DA1DF10F
Q7412244,Samuel Mumbengegwi,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,male,Q7412244-2F8758E3-F92B-47A3-AC5A-7A75EA39B75B
Q7936864,Vitalis Zvinavashe,Q1910161,ZANU–PF,,,2005-04-12,2008-03-28,male,Q7936864-D9226CA4-EE91-42FF-840D-246E527D8B25
